CIRCUIT,DISTRICT,OFFICE,DOCKET,ORIGIN,FILEDATE,FDATEUSE,JURIS,NOS,TITL,SECTION,SUBSECT,RESIDENC,JURY,CLASSACT,DEMANDED,FILEJUDG,FILEMAG,COUNTY,ARBIT,MDLDOCK,PLT,DEF,TRANSDAT,TRANSOFF,TRANSDOC,TRANSORG,TERMDATE,TDATEUSE,TRCLACT,TERMJUDG,TERMMAG,PROCPROG,DISP,NOJ,AMTREC,JUDGMENT,DJOINED,PRETRIAL,TRIBEGAN,TRIALEND,TRMARB,PROSE,IFP,STATUSCD,TAPEYEAR,yr_term,yr_file,new,CASENAME,MAGISINV,OTHERINV,fjc_ID,CDD_ID,cases_tot_yr,cases_tot_typ_yr,cases_pct_tot_yr,cases_tot_yr_term,NOS_t,DISP_t,DEF_typ_old,PLT_typ_old,PLT_typ,DEF_typ
9,78,3,0600527,1,2006-10-04,2006-10-01,US govt defendant,893,NA,0551,-8,-8,-8,-8,0,NA,NA,32007,-8,-8,WESTERN WATERSHEDS PROJECT,BUREAU OF LAND MANAGEMENT,NA,-8,-8,-8,2008-11-07,2008-11-01,-8,NA,NA,4,14,-8,0,-8,12/04/2006,NA,NA,NA,-8,0,-8,L,2009,2008,2006,1,NA,NA,NA,9-78-0600527-2006-10-04-1,9-78-0600527,276732,781,0.282,234851,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),FED,Unknown,NGO,FED
11,3A,8,0901325,1,2009-07-15,2009-07-01,US govt plaintiff,893,NA,9607,-8,-8,N,-8,0,NA,NA,12105,-8,-8,UNITED STATES OF AMERICA,"LANDIA CHEMICAL COMPANY, ET AL",NA,-8,-8,-8,2009-08-31,2009-08-01,-8,NA,NA,4,5,0,0,1,NA,NA,NA,NA,-8,0,-8,L,2009,2009,2009,1,NA,NA,NA,11-3A-0901325-2009-07-15-1,11-3A-0901325,277200,730,0.263,278178,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,FED,FED,BIZ
11,3A,8,9902524,4,2009-05-19,2009-05-01,US govt plaintiff,893,NA,7604,CL,-8,N,-8,0,NA,NA,12057,-8,-8,USA,TAMPA ELECTRIC COMPANY,NA,-8,-8,-8,2009-06-19,2009-06-01,-8,NA,NA,4,5,0,0,3,05/19/2009,NA,NA,NA,-8,0,-8,L,2009,2009,2009,1,NA,NA,NA,11-3A-9902524-2009-05-19-1,11-3A-9902524,277200,730,0.263,278178,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,FED,FED,BIZ
11,3C,1,0821785,4,2008-09-19,2008-09-01,US govt defendant,893,NA,0702,-8,-8,N,-8,0,NA,NA,12025,-8,-8,FRIENDS OF THE EVERGLADES,"UNITED STATES OF AMERIC, ET AL",NA,-8,-8,-8,2008-11-07,2008-11-01,-8,NA,NA,10,18,0,0,0,09/19/2008,NA,NA,NA,-8,1,-8,L,2009,2008,2008,1,NA,NA,NA,11-3C-0821785-2008-09-19-1,11-3C-0821785,268172,924,0.345,234851,ENVIRONMENTAL MATTERS,Unknown,FED,NGO,NGO,FED
0,90,1,0601775,1,2006-10-17,2006-10-01,US govt defendant,893,NA,0706,-8,-8,-8,-8,0,NA,NA,88888,-8,-8,RIVERS UNLIMITED,UNITED STATES DEPARTMENT OF TR,NA,-8,-8,-8,2008-01-09,2008-01-01,-8,NA,NA,1,6,0,0,2,12/29/2006,NA,NA,NA,-8,0,-8,L,2008,2008,2006,1,NA,NA,NA,0-90-0601775-2006-10-17-1,0-90-0601775,276732,781,0.282,234851,ENVIRONMENTAL MATTERS,Judgement Issued,FED,PUB_ORG,NGO,FED
8,60,2,0600166,2,2006-07-20,2006-07-01,federal question,893,NA,1365,-8,-8,-8,-8,0,NA,NA,05107,-8,-8,HARRY STEPHENS FARMS INC,WORMALD AMERICAS INC,NA,-8,-8,-8,2007-10-24,2007-10-01,-8,NA,NA,4,6,0,0,2,10/17/2006,NA,NA,NA,-8,0,-8,L,2008,2007,2006,1,NA,NA,NA,8-60-0600166-2006-07-20-1,8-60-0600166,276732,781,0.282,236762,ENVIRONMENTAL MATTERS,Judgement Issued,BIZ,BIZ,BIZ,BIZ
9,79,3,9900041,1,1999-01-12,1999-01-01,federal question,893,NA,9607,-8,-8,-8,-8,1000,NA,NA,41051,-8,-8,"TIME OIL CO, ET AL","KOPPERS COMPANY INC, ET AL",NA,-8,-8,-8,2007-11-05,2007-11-01,-8,NA,NA,10,12,-8,0,-8,02/16/1999,NA,NA,NA,-8,0,-8,L,2008,2007,1999,1,NA,NA,NA,9-79-9900041-1999-01-12-1,9-79-9900041,258681,818,0.316,236762,ENVIRONMENTAL MATTERS,Dismissed Voluntarily,BIZ,BIZ,BIZ,BIZ
9,81,2,0700704,1,2007-05-04,2007-05-01,federal question,893,NA,1319,CW,-8,-8,-8,0,NA,NA,53033,-8,-8,PUGET SOUNDKEEPER ALLIANCE,FEDERAL EXPRESS CORPORATION,NA,-8,-8,-8,2008-03-21,2008-03-01,-8,NA,NA,10,18,0,0,-8,10/02/2007,NA,NA,NA,-8,0,-8,L,2008,2008,2007,1,NA,NA,NA,9-81-0700704-2007-05-04-1,9-81-0700704,245716,693,0.282,234851,ENVIRONMENTAL MATTERS,Unknown,BIZ,NGO,NGO,BIZ
11,3C,9,0880922,1,2008-08-21,2008-08-01,US govt defendant,893,NA,0702,-8,-8,N,-8,0,NA,NA,12099,-8,-8,"RIVERS COALITION DEFENS, ET AL","UNITED STATES ENVIRONME, ET AL",NA,-8,-8,-8,2008-09-19,2008-09-01,-8,NA,NA,10,18,0,0,0,NA,NA,NA,NA,-8,0,-8,L,2008,2008,2008,1,NA,NA,NA,11-3C-0880922-2008-08-21-1,11-3C-0880922,268172,924,0.345,234851,ENVIRONMENTAL MATTERS,Unknown,FED,BIZ,NGO,FED
0,90,1,0902322,1,2009-12-07,2009-12-01,US govt defendant,893,NA,7413,-8,-8,N,-8,0,NA,NA,11001,-8,-8,"ENVIRONMENTAL INTEGRITY, ET AL",JACKSON,NA,-8,-8,-8,2010-05-03,2010-05-01,-8,NA,NA,10,18,0,0,0,NA,NA,NA,NA,-8,0,-8,L,2010,2010,2009,1,NA,NA,NA,0-90-0902322-2009-12-07-1,0-90-0902322,277200,730,0.263,315011,ENVIRONMENTAL MATTERS,Unknown,FED,Unknown,NGO,FED
2,08,1,0906610,1,2009-07-24,2009-07-01,US govt defendant,893,NA,0701,-8,-8,N,-8,0,NA,NA,36061,-8,-8,"C/S 12TH AVENUE L.L.C., ET AL","UNITED STATES DEPARTMEN, ET AL",NA,-8,-8,-8,2009-10-28,2009-10-01,-8,NA,NA,1,12,-8,0,-8,NA,NA,NA,NA,-8,0,-8,L,2010,2009,2009,1,NA,NA,NA,2-08-0906610-2009-07-24-1,2-08-0906610,277200,730,0.263,278178,ENVIRONMENTAL MATTERS,Dismissed Voluntarily,FED,BIZ,BIZ,FED
2,09,1,0901084,1,2009-12-22,2009-12-01,federal question,893,NA,1331,-8,-8,N,-8,0,NA,NA,36063,-8,-8,"MODERN LANDFILL, INC.",TOWN OF LEWISTON,NA,-8,-8,-8,2010-07-13,2010-07-01,-8,NA,NA,2,13,-8,0,-8,NA,NA,NA,NA,-8,0,-8,L,2010,2010,2009,1,NA,NA,NA,2-09-0901084-2009-12-22-1,2-09-0901084,277200,730,0.263,315011,ENVIRONMENTAL MATTERS,Settled,LOC,BIZ,BIZ,LOC
4,17,7,0900181,1,2009-11-09,2009-11-01,US govt plaintiff,893,NA,1319,CW,-8,N,-8,0,NA,NA,37129,-8,-8,UNITED STATES OF AMERICA,"CORBETT FARMING COMPANY, ET AL",NA,-8,-8,-8,2009-12-22,2009-12-01,-8,NA,NA,2,13,-8,0,-8,NA,NA,NA,NA,-8,0,-8,L,2010,2009,2009,1,NA,NA,NA,4-17-0900181-2009-11-09-1,4-17-0900181,277200,730,0.263,278178,ENVIRONMENTAL MATTERS,Settled,BIZ,FED,FED,BIZ
6,49,3,1000035,1,2010-01-26,2010-01-01,US govt plaintiff,893,NA,1365,-8,-8,N,-8,1572,NA,NA,47129,-8,-8,UNITED STATES OF AMERICA,"WALDEN RESOURCES, LLC, ET AL",NA,-8,-8,-8,2010-09-29,2010-09-01,-8,NA,NA,10,13,-8,0,-8,03/24/2010,NA,NA,NA,-8,0,-8,L,2010,2010,2010,1,NA,NA,NA,6-49-1000035-2010-01-26-1,6-49-1000035,291134,950,0.326,315011,ENVIRONMENTAL MATTERS,Settled,BIZ,FED,FED,BIZ
7,56,1,0900633,1,2009-05-21,2009-05-01,federal question,893,NA,1331,-8,-8,P,-8,0,NA,NA,88888,-8,-8,"MERVIS INDUSTRIES, INC.","PPG INDUSTRIES, INC.",NA,-8,-8,-8,2010-09-01,2010-09-01,-8,NA,NA,5,13,-8,0,-8,10/20/2009,09/15/2009,NA,NA,-8,0,-8,L,2010,2010,2009,1,NA,NA,NA,7-56-0900633-2009-05-21-1,7-56-0900633,277200,730,0.263,315011,ENVIRONMENTAL MATTERS,Settled,BIZ,BIZ,BIZ,BIZ
9,77,9,0500107,1,2005-06-20,2005-06-01,US govt defendant,893,NA,1538,-8,-8,N,-8,0,NA,NA,30063,-8,-8,"ROCK CREEK ALLIANCE, ET AL","USFS, ET AL",NA,-8,-8,-8,2010-05-05,2010-05-01,-8,NA,NA,4,6,0,0,3,04/28/2008,NA,NA,NA,-8,0,-8,L,2010,2010,2005,1,NA,NA,NA,9-77-0500107-2005-06-20-1,9-77-0500107,243413,862,0.354,315011,ENVIRONMENTAL MATTERS,Judgement Issued,FED,NGO,NGO,FED
9,79,3,0801086,1,2008-09-17,2008-09-01,federal question,893,NA,9607,-8,-8,-8,-8,0,NA,NA,41067,-8,-8,"GRABHORN, INC.",DOE,NA,-8,-8,-8,2010-01-27,2010-01-01,-8,NA,NA,2,14,-8,0,-8,NA,NA,NA,NA,-8,0,-8,L,2010,2010,2008,1,NA,NA,NA,9-79-0801086-2008-09-17-1,9-79-0801086,268172,924,0.345,315011,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),FED,BIZ,BIZ,FED
9,79,3,0900017,1,2009-01-06,2009-01-01,US govt defendant,893,NA,0701,-8,-8,N,-8,0,NA,NA,41051,-8,-8,NORTHWEST ENVIRONMENTAL ADVOCA,"GUTIERREZ, ET AL",NA,-8,-8,-8,2010-09-28,2010-09-01,-8,NA,NA,3,14,-8,0,-8,09/28/2010,NA,NA,NA,-8,0,-8,L,2010,2010,2009,1,NA,NA,NA,9-79-0900017-2009-01-06-1,9-79-0900017,277200,730,0.263,315011,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),FED,NGO,NGO,FED
11,3C,0,0661448,4,2008-01-31,2008-01-01,federal question,893,NA,1983,CV,-8,P,-8,0,NA,NA,12011,-8,-8,"SOUTHERN WASTE SYSTEMS, LLC","STATE OF FLORIDA, ET AL",NA,-8,-8,-8,2010-01-22,2010-01-01,-8,NA,NA,10,6,0,0,3,09/08/2008,NA,NA,NA,-8,0,-8,L,2010,2010,2008,1,NA,NA,NA,11-3C-0661448-2008-01-31-1,11-3C-0661448,268172,924,0.345,315011,ENVIRONMENTAL MATTERS,Judgement Issued,STA,BIZ,BIZ,STA
0,90,1,1000165,1,2010-01-29,2010-01-01,US govt defendant,893,NA,3313,33,-8,N,-8,0,NA,NA,11001,-8,-8,"ENVIRONMENTAL INTEGRITY, ET AL",JACKSON,NA,-8,-8,-8,2010-12-10,2010-12-01,-8,NA,NA,1,14,-8,0,-8,NA,NA,NA,NA,-8,0,-8,L,2011,2010,2010,1,NA,NA,NA,0-90-1000165-2010-01-29-1,0-90-1000165,291134,950,0.326,315011,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),FED,Unknown,NGO,FED
0,90,1,1100100,1,2011-01-13,2011-01-01,US govt defendant,893,NA,1365,-8,-8,N,-8,0,NA,NA,88888,-8,-8,"SIERRA CLUB, ET AL",JACKSON,NA,-8,-8,-8,2011-09-13,2011-09-01,-8,NA,NA,1,18,0,0,0,03/24/2011,NA,NA,NA,-8,0,-8,L,2011,2011,2011,1,NA,NA,NA,0-90-1100100-2011-01-13-1,0-90-1100100,289531,727,0.251,304953,ENVIRONMENTAL MATTERS,Unknown,FED,NGO,NGO,FED
1,00,1,1100144,1,2011-04-07,2011-04-01,federal question,893,NA,7413,-8,-8,N,-8,0,NA,NA,23025,-8,-8,COYNE,BROWN,NA,-8,-8,-8,2011-05-16,2011-05-01,-8,NA,NA,2,14,0,0,0,NA,NA,NA,NA,-8,1,FP,L,2011,2011,2011,1,NA,NA,NA,1-00-1100144-2011-04-07-1,1-00-1100144,289531,727,0.251,304953,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),FED,BIZ,BIZ,FED
3,12,1,1005098,1,2010-10-01,2010-10-01,US govt plaintiff,893,NA,9607,-8,-8,N,-8,0,NA,NA,88888,-8,-8,UNITED STATES OF AMERICA,"QUALITY DISTRIBUTION, INC.",NA,-8,-8,-8,2011-02-02,2011-02-01,-8,NA,NA,2,14,0,0,0,NA,NA,NA,NA,-8,0,-8,L,2011,2011,2010,1,NA,NA,NA,3-12-1005098-2010-10-01-1,3-12-1005098,291134,950,0.326,304953,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),BIZ,FED,FED,BIZ
9,72,2,0900819,1,2009-03-25,2009-03-01,federal question,893,NA,1365,-8,-8,D,-8,0,NA,NA,06067,-8,-8,CALIFORNIA SPORTFISHING PROTEC,"CASTLE & KING, INC.",NA,-8,-8,-8,2010-10-25,2010-10-01,-8,NA,NA,10,13,0,0,0,06/17/2009,NA,NA,NA,-8,0,-8,L,2011,2010,2009,1,NA,NA,NA,9-72-0900819-2009-03-25-1,9-72-0900819,277200,730,0.263,315011,ENVIRONMENTAL MATTERS,Settled,BIZ,NGO,NGO,BIZ
9,76,3,9600122,1,1996-03-22,1996-03-01,US govt plaintiff,893,NA,9607,-8,-8,N,-8,0,NA,NA,16079,-8,-8,"USA, ET AL","ASARCO, INCORPORATED, ET AL",NA,-8,-8,-8,2011-09-08,2011-09-01,-8,NA,NA,8,9,2,9999,3,09/11/2000,12/18/2000,01/22/2001,07/29/2001,-8,0,-8,L,2011,2011,1996,1,NA,NA,NA,9-76-9600122-1996-03-22-1,9-76-9600122,261357,1096,0.419,304953,ENVIRONMENTAL MATTERS,Judgement Issued,BIZ,FED,FED,BIZ
9,77,9,0200209,4,2006-06-08,2006-06-01,federal question,893,NA,1365,-8,-8,N,-8,0,NA,NA,30063,-8,-8,CABINET RESOURCE GROUP,"ASARCO, ET AL",NA,-8,-8,-8,2011-01-19,2011-01-01,-8,NA,NA,3,13,0,0,0,06/08/2006,NA,NA,NA,-8,0,-8,L,2011,2011,2006,1,NA,NA,NA,9-77-0200209-2006-06-08-1,9-77-0200209,276732,781,0.282,304953,ENVIRONMENTAL MATTERS,Settled,BIZ,BIZ,BIZ,BIZ
9,78,2,0900302,1,2009-02-13,2009-02-01,US govt defendant,893,NA,0702,-8,-8,N,-8,0,NA,NA,32003,-8,-8,"WILDERNESS WATCH, INC.","BUREAU OF LAND MANAGEME, ET AL",NA,-8,-8,-8,2011-06-29,2011-06-01,-8,NA,NA,4,6,0,0,2,04/22/2009,NA,NA,NA,-8,0,-8,L,2011,2011,2009,1,NA,NA,NA,9-78-0900302-2009-02-13-1,9-78-0900302,277200,730,0.263,304953,ENVIRONMENTAL MATTERS,Judgement Issued,FED,BIZ,BIZ,FED
9,81,2,1001040,1,2010-06-23,2010-06-01,federal question,893,NA,6972,-8,-8,N,-8,0,NA,NA,53033,-8,-8,PUGET SOUNDKEEPER ALLIANCE,"ALASKA MARINE LINES, INC.",NA,-8,-8,-8,2010-12-17,2010-12-01,-8,NA,NA,2,5,4,0,3,NA,NA,NA,NA,-8,0,-8,L,2011,2010,2010,1,NA,NA,NA,9-81-1001040-2010-06-23-1,9-81-1001040,291134,950,0.326,315011,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,NGO,NGO,BIZ
11,29,3,1100047,1,2011-01-27,2011-01-01,US govt defendant,893,NA,0551,-8,-8,N,-8,0,NA,NA,12073,-8,-8,"FLORIDA PULP AND PAPER , ET AL","LISA JACKSON, ET AL",NA,-8,-8,-8,2011-03-24,2011-03-01,-8,NA,NA,10,14,0,0,0,NA,NA,NA,NA,-8,0,-8,L,2011,2011,2011,1,NA,NA,NA,11-29-1100047-2011-01-27-1,11-29-1100047,289531,727,0.251,304953,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),FED,BIZ,BIZ,FED
11,3A,3,1000676,1,2010-08-02,2010-08-01,US govt defendant,893,NA,9607,-8,-8,N,-8,2490,NA,NA,12031,-8,-8,"CSX TRANSPORTATION, INC.",UNITED STATES OF AMERICA,NA,-8,-8,-8,2011-07-13,2011-07-01,-8,NA,NA,10,12,0,0,0,01/21/2011,NA,NA,NA,-8,0,-8,L,2011,2011,2010,1,NA,NA,NA,11-3A-1000676-2010-08-02-1,11-3A-1000676,291134,950,0.326,304953,ENVIRONMENTAL MATTERS,Dismissed Voluntarily,FED,BIZ,BIZ,FED
3,11,1,1101057,1,2011-10-31,2011-10-01,US govt plaintiff,893,NA,1319,CW,-8,N,-8,0,NA,NA,10003,-8,-8,"USA, ET AL",E.I. DU PONT DE NEMOURS & COMP,NA,-8,-8,-8,2011-12-19,2011-12-01,-8,NA,NA,2,5,0,0,1,NA,NA,NA,NA,-8,0,-8,L,2012,2011,2011,1,NA,NA,NA,3-11-1101057-2011-10-31-1,3-11-1101057,289531,727,0.251,304953,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,FED,FED,BIZ
4,16,8,0900824,4,2011-05-12,2011-05-01,US govt defendant,893,NA,1156,-8,-8,N,-8,0,NA,NA,99999,-8,-8,"DOW AGROSCIENCES LLC, ET AL","NATIONAL MARINE FISHERI, ET AL",NA,-8,-8,-8,2011-10-31,2011-10-01,-8,NA,NA,4,6,0,0,2,08/23/2011,NA,NA,NA,-8,0,-8,L,2012,2011,2011,1,NA,NA,NA,4-16-0900824-2011-05-12-1,4-16-0900824,289531,727,0.251,304953,ENVIRONMENTAL MATTERS,Judgement Issued,FED,BIZ,BIZ,FED
4,17,5,0900191,1,2009-04-30,2009-04-01,federal question,893,NA,9607,-8,-8,N,-8,9999,NA,NA,88888,-8,-8,CONSOLIDATION COAL COMPANY,"3M COMPANY, ET AL",NA,-8,-8,-8,2012-09-27,2012-09-01,-8,NA,NA,10,18,0,0,0,NA,NA,NA,NA,-8,0,-8,L,2012,2012,2009,1,NA,NA,NA,4-17-0900191-2009-04-30-1,4-17-0900191,277200,730,0.263,253385,ENVIRONMENTAL MATTERS,Unknown,BIZ,BIZ,BIZ,BIZ
5,39,4,1100095,4,2012-05-18,2012-05-01,federal question,893,NA,1319,CW,-8,N,-8,0,NA,NA,48143,-8,-8,"MAYFIELD, ET AL",DEVRIES,NA,-8,-8,-8,2012-06-29,2012-06-01,-8,NA,NA,4,4,1,391,1,05/18/2012,NA,NA,NA,-8,2,-8,L,2012,2012,2012,1,NA,NA,NA,5-39-1100095-2012-05-18-1,5-39-1100095,270303,641,0.237,253385,ENVIRONMENTAL MATTERS,Judgement Issued,Unknown,Unknown,FED,IND
9,70,2,0901729,1,2009-08-20,2009-08-01,US govt plaintiff,893,NA,6901,RS,-8,N,-8,0,NA,NA,04013,-8,-8,UNITED STATES OF AMERICA,"NICHOLSON, ET AL",NA,-8,-8,-8,2011-12-28,2011-12-01,-8,NA,NA,10,13,0,0,0,03/15/2010,NA,NA,NA,-8,0,-8,L,2012,2011,2009,1,NA,NA,NA,9-70-0901729-2009-08-20-1,9-70-0901729,277200,730,0.263,304953,ENVIRONMENTAL MATTERS,Settled,Unknown,FED,FED,IND
9,71,3,0801988,4,2011-04-05,2011-04-01,US govt defendant,893,NA,0551,-8,-8,N,1,0,NA,NA,06023,-8,-8,BARNUM TIMBER CO.,"UNITED STATES ENVIRONME, ET AL",NA,-8,-8,-8,2011-12-16,2011-12-01,-8,NA,NA,4,6,0,0,2,08/10/2011,NA,NA,NA,-8,0,-8,L,2012,2011,2011,1,NA,NA,NA,9-71-0801988-2011-04-05-1,9-71-0801988,289531,727,0.251,304953,ENVIRONMENTAL MATTERS,Judgement Issued,FED,BIZ,BIZ,FED
3,14,3,0901873,1,2009-09-29,2009-09-01,US govt plaintiff,893,NA,1319,CW,-8,D,-8,0,NA,NA,42069,-8,-8,"UNITED STATES OF AMERIC, ET AL",SEWER AUTHORITY OF THE CITY OF,NA,-8,-8,-8,2013-01-31,2013-01-01,-8,NA,NA,10,5,0,0,1,03/04/2011,NA,NA,NA,-8,0,-8,L,2013,2013,2009,1,NA,NA,NA,3-14-0901873-2009-09-29-1,3-14-0901873,277200,730,0.263,259091,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),LOC,FED,FED,LOC
5,36,6,1001085,1,2010-07-06,2010-07-01,federal question,893,NA,1319,CW,-8,N,-8,0,NA,NA,22099,-8,-8,"LOUISIANA CRAWFISH PROD, ET AL","MALLARD BASIN INC, ET AL",NA,-8,-8,-8,2012-10-03,2012-10-01,-8,NA,NA,10,18,0,0,0,12/02/2011,NA,NA,NA,-8,0,-8,L,2013,2012,2010,1,NA,NA,NA,5-36-1001085-2010-07-06-1,5-36-1001085,291134,950,0.326,253385,ENVIRONMENTAL MATTERS,Unknown,BIZ,FED,BIZ,BIZ
